1,2018,1,1,81,81,381,333,95,9,0,23,48,55,45,40
2,2018,1,1,81,81,374,337,83,8,0,18,37,41,34,44
3,2018,1,1,81,81,365,329,91,1,0,19,36,53,40,41
4,2018,1,1,81,81,359,337,78,8,0,10,22,46,24,36
5,2018,1,1,81,81,347,313,81,11,0,17,34,52,46,31
6,2018,1,1,81,81,339,309,75,6,0,12,30,37,40,34
7,2018,1,1,81,81,331,302,73,2,0,16,29,43,43,31
8,2018,1,1,81,81,318,290,79,3,0,17,28,28,29,40
9,2018,1,1,81,81,309,265,74,5,0,17,44,28,35,39
